Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV J1772 Connector Count,EV J1772 Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW)
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",248,,0,,0,,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",13,7.2,0,,0,,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",47,6.6,0,,0,,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,20.0,1,20.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,20.0,1,20.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",20,7.2,0,,0,,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,15.0,1,15.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,15.0,1,15.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,15.0,1,15.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - John Ferraro Building,111 N Hope St,Across Hope,Los Angeles,CA,90012,,,E,,Private,For fleet and employee use only,,,,,,338,12,,Non-Networked,,GPS,34.059133,-118.248589,2023-09-14,1525,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,,Long Beach,CA,90803,,,E,,Private,Fleet use only,,,,,,19,1,,Non-Networked,,GPS,33.759802,-118.096665,2024-01-09,1531,2024-01-31 22:07:01 UTC,LG,,,2018-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",1,3.8,0,,0,,0,
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,,Long Beach,CA,90803,,,E,,Private,Fleet use only,,,,,,19,1,,Non-Networked,,GPS,33.759802,-118.096665,2024-01-09,1531,2024-01-31 22:07:01 UTC,LG,,,2018-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",16,7.7,0,,0,,0,
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,,Long Beach,CA,90803,,,E,,Private,Fleet use only,,,,,,19,1,,Non-Networked,,GPS,33.759802,-118.096665,2024-01-09,1531,2024-01-31 22:07:01 UTC,LG,,,2018-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",1,3.8,0,,0,,0,
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,,Long Beach,CA,90803,,,E,,Private,Fleet use only,,,,,,19,1,,Non-Networked,,GPS,33.759802,-118.096665,2024-01-09,1531,2024-01-31 22:07:01 UTC,LG,,,2018-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",0,,1,50.0,1,50.0,0,
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,,Long Beach,CA,90803,,,E,,Private,Fleet use only,,,,,,19,1,,Non-Networked,,GPS,33.759802,-118.096665,2024-01-09,1531,2024-01-31 22:07:01 UTC,LG,,,2018-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",1,3.8,0,,0,,0,
ELEC,LADWP - Harbor Generating Station,161 N Island Ave,At B St,Wilmington,CA,90744,,,E,,Private,Fleet use only,,,,,,10,,,Non-Networked,,200-8,33.770508,-118.265628,2024-01-09,1552,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",10,7.7,0,,0,,0,
ELEC,LADWP - Sylmar West,13201 Sepulveda Blvd,,Sylmar,CA,91342,,,E,,Private - Government only,Fleet use only,,,,,,2,,,Non-Networked,,200-8,34.30309,-118.480505,2024-01-09,1556,2024-01-31 22:07:01 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,UTILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,4.8,0,,0,,0,
ELEC,LADWP - Sylmar West,13201 Sepulveda Blvd,,Sylmar,CA,91342,,,E,,Private - Government only,Fleet use only,,,,,,2,,,Non-Networked,,200-8,34.30309,-118.480505,2024-01-09,1556,2024-01-31 22:07:01 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,UTILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",1,4.8,0,,0,,0,
ELEC,LADWP - EV Service Center,1630 N Main St,,Los Angeles,CA,90012,,,E,,Private,Fleet and employee use only,,,,,,46,1,,Non-Networked,,200-8,34.066801,-118.227605,2024-01-09,1572,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",46,,0,,0,,0,
ELEC,LADWP - EV Service Center,1630 N Main St,,Los Angeles,CA,90012,,,E,,Private,Fleet and employee use only,,,,,,46,1,,Non-Networked,,200-8,34.066801,-118.227605,2024-01-09,1572,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,CHADEMO J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",0,,0,,1,50.0,0,
ELEC,LADWP - Fairfax Center,2311 S Fairfax Ave,,Los Angeles,CA,90016,,,E,,Private,Fleet use only,,,,,,13,,,Non-Networked,,200-8,34.036777,-118.368841,2024-01-09,1573,2024-01-31 22:07:01 UTC,LG,,,2019-04-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,"",13,7.7,0,,0,,0,
ELEC,LADWP - Palmetto Center,1212 Palmetto St,,Los Angeles,CA,90013,,,E,,Private,Fleet use only,,,,,,27,,,Non-Networked,,GPS,34.039736,-118.236065,2023-09-14,1589,2024-01-31 22:07:01 UTC,LG,,,1999-10-15,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,"",27,7.7,0,,0,,0,
ELEC,Scripps Green Hospital,10666 N Torrey Pines Rd,"Patient Parking Structure, level G",La Jolla,CA,92037,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,32.89947,-117.243,2024-08-15,6355,2024-08-15 19:57:12 UTC,P,,,1997-07-30,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free; parking fee,,,,,,,,,,false,,,,,,,,,false,"",1,,0,,0,,0,
ELEC,Galpin Motors,15421 Roscoe Blvd,,Sepulveda,CA,91343,,800-256-6219,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,2,,,Non-Networked,,200-9,34.221665,-118.468371,2023-08-10,6405,2024-01-31 22:07:01 UTC,P,,,2012-12-11,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,MD,false,"",1,,0,,0,,0,
ELEC,Galpin Motors,15421 Roscoe Blvd,,Sepulveda,CA,91343,,800-256-6219,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,2,,,Non-Networked,,200-9,34.221665,-118.468371,2023-08-10,6405,2024-01-31 22:07:01 UTC,P,,,2012-12-11,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,MD,false,"",1,,0,,0,,0,
ELEC,Galleria at Tyler,1299 Galleria at Tyler,,Riverside,CA,92503,,951-351-3110,E,,Public,6am-12am daily,,,,,,4,,,Non-Networked,,GPS,33.909914,-117.459053,2023-09-14,6425,2024-01-31 22:07:01 UTC,P,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,Galleria at Tyler,1299 Galleria at Tyler,,Riverside,CA,92503,,951-351-3110,E,,Public,6am-12am daily,,,,,,4,,,Non-Networked,,GPS,33.909914,-117.459053,2023-09-14,6425,2024-01-31 22:07:01 UTC,P,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,Galleria at Tyler,1299 Galleria at Tyler,,Riverside,CA,92503,,951-351-3110,E,,Public,6am-12am daily,,,,,,4,,,Non-Networked,,GPS,33.909914,-117.459053,2023-09-14,6425,2024-01-31 22:07:01 UTC,P,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,Galleria at Tyler,1299 Galleria at Tyler,,Riverside,CA,92503,,951-351-3110,E,,Public,6am-12am daily,,,,,,4,,,Non-Networked,,GPS,33.909914,-117.459053,2023-09-14,6425,2024-01-31 22:07:01 UTC,P,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,"",1,,0,,0,,0,
